dataset,x,y
e,52.79209735,51.07339565
e,52.58971986,51.3380902
e,52.02884867,52.1768375
e,52.72924658,51.20176505
e,52.88431329,50.44143545
e,52.50930089,51.41620515
e,50.86268433,17.14563109
e,50.89149225,17.14132373
e,25.8551276,17.08190869
e,26.02564455,16.92501353
e,27.89317272,50.66196341
e,27.63996794,51.39909748
e,27.8926589,50.79528152
e,52.79773294,50.68603709
e,27.58063881,51.52476126
e,26.49139853,17.40539097
e,25.98531782,17.20372213
e,26.20141928,17.09382391
e,25.85756947,17.11384266
e,50.70468436,17.02374454
e,50.81197535,17.11492526
e,50.56484556,17.07777732
e,50.93930391,16.98102188
e,50.45885484,17.03857897
e,52.90136407,50.69056272
e,52.68495344,51.29446922
e,52.50008894,51.59435617
e,51.83563726,52.33576553
e,76.9954121,52.04552865
e,77.31060048,51.74673004
e,77.92604434,50.31866042
e,77.25438834,51.46182482
e,76.2431578,52.12368985
e,77.08448437,51.9671367
e,75.2280532,82.98566202
e,50.65835477,83.11447934
e,50.20336581,82.98265686
e,50.9295477,82.84604113
e,50.17867185,83.18462233
e,50.42269806,82.90990147
e,50.46422483,82.93532841
e,50.44927033,83.96992038
e,49.92838028,82.99366549
e,50.48801364,83.09951912
e,49.96490538,83.7083177
e,50.75210826,82.9019501
e,27.42242921,51.43887623
e,27.6740834,51.30411215
e,27.53739532,51.59365408
e,52.26334738,94.24932783
e,51.73728166,92.97911753
e,75.87096369,88.38644174
e,75.24432621,83.90349738
e,75.19829529,83.46230334
e,75.70104153,82.91945886
e,75.47933966,82.88405139
e,75.19456687,82.93211578
e,74.82025396,82.96238879
e,75.16434049,83.03499717
e,75.26335555,82.9452793
e,77.75641893,51.15177033
e,77.95443505,50.47557897
e,77.08333777,52.15779927
e,76.06355025,52.10465206
e,77.68201632,51.16563781
e,76.87808198,51.8675623
e,76.94850272,51.90751654
e,77.86405471,49.66254553
e,75.77145009,17.11125121
e,52.33156913,51.87886035
e,52.59281837,51.39159152
e,50.47704772,17.04828941
e,75.29647509,17.01565319
e,75.57395413,17.06219214
e,75.40052716,17.04110689
e,75.87099084,17.13489391
e,75.60588476,17.06772306
e,75.89557705,17.16994971
e,75.7465632,17.10571651
e,75.14234148,16.75492389
e,50.66177956,17.07814052
e,50.69985064,17.08518438
e,50.91894087,17.14760476
e,50.72525854,16.90746981
e,51.26387123,17.16234971
e,51.25091965,17.24045586
e,50.78515721,17.18019648
e,50.50139658,17.10577072
e,50.73367454,16.99296341
e,50.71137854,17.08831585
e,50.8127449,16.57271805
e,51.01423296,17.22109553
e,50.35352141,17.06474308
e,50.43552957,17.0651685
e,50.63098196,17.07652235
e,51.0668072,17.20885971
e,50.79235473,17.20421434
e,50.55127806,17.08465518
e,50.55975806,17.09388377
e,75.32597855,15.77189199
e,75.04472578,17.00426226
e,75.28708772,16.17493491
e,75.23996998,17.03184749
e,75.1524592,17.0049424
e,75.96184009,16.69484223
e,75.44806251,17.04514941
e,75.75938382,16.94292965
e,50.3782623,16.94627981
e,50.53363501,17.01958137
e,77.50090732,50.16698595
e,50.69112419,87.51396042
e,49.99039495,83.99735692
e,50.12718203,82.99075
c,55.99303015,79.2772637
c,50.03225379,79.0130712
c,51.28845866,82.43593984
c,51.17053689,79.16529411
c,44.37791453,78.164628
c,45.01027007,77.88086312
c,48.55981672,78.7883706
c,42.14226829,76.88063455
c,41.02697157,76.40958846
c,34.57530901,72.72484118
c,31.16860072,69.24542132
c,32.64425407,70.73255503
c,26.66664565,62.98097121
c,26.45926233,62.63467337
c,25.53800765,60.63023611
c,26.32071119,62.39628112
c,26.16338746,62.0268149
c,25.21379046,60.2733986
c,26.85952956,63.14183467
c,31.76066917,69.79765539
c,39.79329057,75.80796422
c,45.61743919,78.11997023
c,53.77146068,79.30293164
c,56.45143367,79.24710702
c,66.0937202,77.01781826
c,56.92583942,79.20631862
c,58.98825385,78.91725896
c,57.90226605,79.08086782
c,64.81286696,77.48693892
c,60.34979352,78.72944587
c,48.89055576,16.80654352
c,47.54950635,17.07140452
c,30.88943083,26.32903723
c,28.97283572,29.05046892
c,35.16136075,22.78684965
c,45.87036917,17.48939337
c,32.83142061,24.79753815
c,39.48557479,20.03305005
c,33.44618293,24.19064341
c,21.86358128,46.05259335
c,25.16587084,35.76661395
c,22.95947898,51.28770679
c,25.58605524,60.84658336
c,26.31431007,33.2971681
c,33.03730125,24.56446249
c,36.46888948,21.87611447
c,26.5135531,32.91874982
c,36.02709121,22.19543854
c,42.68104041,18.5425362
c,45.04107713,17.73451773
c,47.35241646,17.13474543
c,53.84619403,16.3873181
c,55.12963938,16.35324687
c,52.18811996,16.41821747
c,58.67266308,16.66337243
c,82.1443116,33.19522187
c,75.68657114,24.74151039
c,85.3449645,52.88641987
c,83.84465351,58.61606023
c,85.66476066,45.54275277
c,77.93100493,68.69006188
c,73.03183302,73.12057473
c,70.1028045,75.68320685
c,57.14469469,79.19410259
c,46.96246199,78.666559
c,50.56493381,79.07729855
c,53.71967657,79.30693617
c,54.20023232,79.32500234
c,47.87519834,78.67585343
c,51.47345851,79.159867
c,52.75122222,79.29365993
c,48.562223,78.78238353
c,53.08124169,79.29725077
c,56.47538337,79.1678401
c,49.57091141,79.03812388
c,37.6277033,74.55750434
c,32.26370009,70.3166389
c,32.54238034,70.70241721
c,52.82501719,85.57813388
c,58.52828954,78.97870425
c,56.26583426,79.25293949
c,57.07589242,79.19392254
c,54.25640238,79.31386485
c,62.68567125,78.17474327
c,68.08560586,76.1123175
c,65.11812196,77.39918845
c,68.7456313,75.79005545
c,63.09022514,78.0414095
c,77.20458932,69.31214977
c,82.03390848,62.68186979
c,81.57794592,63.8949255
c,85.18014328,53.78167666
c,84.28682499,57.25616809
c,85.62248671,45.02416586
c,85.60449902,50.76233791
c,84.42478583,38.76141016
c,85.57098508,44.56009644
c,84.6267242,39.48707751
c,73.39615493,22.81624794
c,73.50744773,22.85698876
c,63.35648811,17.72406884
c,72.95904687,22.51149983
c,64.02084165,17.88358125
c,61.12446324,17.11635336
c,75.67420733,24.78250097
c,69.51358316,20.27935789
c,58.57213547,16.64270381
c,70.98194099,21.1458881
c,65.2230304,18.39719512
c,65.31504391,18.3337483
c,64.01024068,17.92447819
c,57.14093593,16.59861054
c,56.36515326,16.32654637
c,43.04618324,18.40255939
c,52.08175556,16.45387453
c,42.87903652,18.48941103
c,51.5669948,16.48571364
c,58.83912512,16.63763522
c,60.75578914,17.03323151
c,54.76115612,16.3661891
c,53.569905,16.33971255
c,48.91461824,16.79863708
c,52.64613731,16.38483638
c,49.83849299,16.67633028
c,52.6840664,16.40796278
c,65.80721903,18.14076495
c,60.67392092,17.05180236
c,63.39471287,17.70053514
c,64.80200945,18.21687863
c,65.02593981,18.2878245
c,65.75555154,18.51621583
c,69.96773412,20.53898878
c,68.89278402,20.03244884
c,61.82654656,17.26965545
c,60.78797008,17.04620486
c,61.91560964,17.28219122
c,45.02899753,17.7244473
c,39.92136281,19.70184953
c,84.79427788,55.56865037
c,55.66295874,83.35647962
c,50.49224751,78.99753207
c,51.46710114,79.20184458
b,51.20389114,83.33977661
b,58.9744699,85.49981761
b,51.87207267,85.82973763
b,48.17993079,85.04511674
b,41.6832004,84.0179406
b,37.8904155,82.567493
b,39.54897369,80.81260177
b,39.64957388,82.66453387
b,34.75059705,80.01109099
b,27.56083529,72.84782559
b,24.63553998,71.61071483
b,20.95946481,66.04149838
b,20.68914905,62.72130521
b,19.28820474,62.06305936
b,20.02450057,61.34262387
b,35.469523,43.11588495
b,36.89432765,47.70655597
b,39.05554978,55.54697371
b,46.95708015,65.24040739
b,37.31045274,45.2587509
b,40.009672,60.98658251
b,48.01438668,65.71281959
b,53.70377593,66.38948204
b,63.06749989,64.03500046
b,62.04803251,63.84586325
b,59.83996671,64.47676444
b,55.16094182,65.23730817
b,61.27978658,65.7664025
b,60.83491753,64.60376971
b,61.52059065,64.79185504
b,36.91654386,41.09524744
b,38.50219967,41.56715562
b,48.66437073,30.68066685
b,50.2852524,30.33792211
b,42.27633267,34.52763612
b,54.03177562,29.67234831
b,37.32935526,39.60204231
b,41.38952255,37.29605623
b,40.07466666,34.6236852
b,35.34968062,47.14107313
b,34.76370042,47.62479992
b,37.02662945,44.46229305
b,36.45556953,40.79184303
b,35.53766421,48.72938687
b,20.40894789,32.20303042
b,23.49571047,25.32246815
b,29.55754336,21.36477746
b,33.00823391,15.98507146
b,53.98039918,29.35098671
b,52.2343086,29.71167299
b,59.50307661,30.66967394
b,41.16378107,34.31575825
b,48.99304012,32.03035884
b,59.26928032,29.64070177
b,45.469177,33.83119273
b,62.69126654,30.29037383
b,73.42867087,48.57785513
b,70.84642611,52.28225333
b,71.53901985,45.52180616
b,67.62086589,38.00655847
b,72.47095256,51.12213482
b,64.81223756,62.81091559
b,60.85367987,65.49914703
b,67.78949616,61.36370155
b,41.60955727,83.84868656
b,53.00302532,84.6747986
b,54.71417106,84.04312807
b,44.29166872,82.90944121
b,49.19172196,85.87622912
b,53.10138178,84.54765869
b,51.59984815,84.81982149
b,54.37972195,84.24035555
b,46.4807681,83.51821167
b,53.17465627,84.26056799
b,45.27200294,85.23707942
b,36.03340215,53.37168776
b,28.27119417,72.84023126
b,25.05480608,71.54859792
b,64.758887,82.31522364
b,63.14452748,85.23669633
b,50.42467869,85.17474759
b,70.64499626,82.43091876
b,63.14904908,83.94685535
b,62.82402452,84.96618595
b,70.23686952,82.17115106
b,70.04273524,80.38502135
b,72.57062345,80.97121843
b,75.13071604,79.98409314
b,83.29390573,70.77843179
b,79.66426228,73.93230972
b,88.43210253,64.624247
b,89.11555901,64.00150664
b,89.09219763,57.76819305
b,91.72600577,52.62335326
b,91.73553876,48.97021089
b,91.50788817,53.31265209
b,88.2390019,31.47743488
b,88.5305192,30.47603101
b,55.36516034,30.44585028
b,62.56025887,30.44713567
b,58.00666912,30.2537213
b,55.06711799,29.0115352
b,61.61477596,29.99439119
b,68.54314354,35.65783217
b,77.70610965,20.30426019
b,68.453046,13.03552859
b,68.25720644,12.38463915
b,70.25547467,13.25038497
b,65.04432528,11.00084148
b,60.09224661,11.87211171
b,52.99202897,9.906668483
b,50.14462898,12.21154309
b,46.50861419,11.20713449
b,43.80703196,11.31894489
b,57.81785469,10.94514243
b,50.94049266,9.691547134
b,63.49732308,11.91406917
b,50.01648295,11.93385209
b,58.63676508,11.97472107
b,54.73028909,11.41288267
b,65.8755478,11.73243636
b,57.06098271,9.920560854
b,46.81990795,10.49465268
b,38.35939487,13.43132262
b,47.31541578,12.85345178
b,55.05191654,11.94998862
b,50.51596026,9.765591622
b,49.67741465,10.38313251
b,67.28065952,14.12865153
b,66.17301826,12.03791702
b,61.08854414,10.08453441
b,66.05308577,13.38022601
b,72.66998927,15.23422594
b,61.5034725,10.82841448
b,68.99502863,13.99431053
b,78.24991617,17.88324091
b,36.48198057,15.16276009
b,50.96774838,29.67977429
b,91.19105361,46.67434284
b,55.86376849,85.33648676
b,49.2805948,84.04882283
b,43.36850154,84.3321772
i,47.69520089,95.24118693
i,44.60997591,93.07583503
i,43.85638148,94.08587177
i,41.5789294,90.30356654
i,49.17741856,96.61053245
i,42.65225098,90.56063973
i,30.12333182,81.14429533
i,31.91551999,79.79041349
i,27.88771936,75.44557599
i,27.54823445,75.16475905
i,20.20977816,67.5166421
i,24.44345283,54.47365512
i,24.63083013,53.3957389
i,21.0379689,49.82929965
i,27.10624293,54.71955315
i,28.08961766,60.51221255
i,31.13573492,61.43191271
i,37.70083752,68.41840528
i,43.3926884,43.59759407
i,51.26239748,49.66650513
i,43.28671292,43.05686032
i,55.90591623,54.25267253
i,50.19895895,52.22502959
i,55.76158737,54.03051724
i,58.32313965,60.03105916
i,70.17145753,70.28222124
i,60.60027647,59.75330888
i,63.76027502,61.18564117
i,54.38949526,53.81190123
i,55.24129699,52.59357463
i,49.07012675,48.89694468
i,46.01811902,46.25772337
i,44.75958744,41.97460661
i,51.60062413,50.03246689
i,36.46588202,35.52418761
i,33.39479873,35.01680131
i,37.58007157,38.8315722
i,36.61972206,36.81141411
i,36.16346644,33.8193142
i,33.16775703,31.24774117
i,42.64498293,40.15432164
i,47.22502527,44.57564662
i,48.392363,50.33152856
i,27.2451932,29.81950745
i,30.40431434,29.07953992
i,30.08079929,27.58802552
i,33.98063397,35.03305815
i,34.25061176,34.44158657
i,51.14118357,20.61832378
i,49.89959207,19.56408354
i,55.58987734,26.29924511
i,55.48205636,22.82746624
i,63.57293938,32.93861761
i,59.02507708,28.32208588
i,62.42377859,33.48659529
i,47.8499077,48.55662465
i,52.26856168,52.8052402
i,68.85102158,39.57343427
i,65.67639603,35.10931543
i,77.74688511,47.37182411
i,80.35293412,47.80029889
i,60.33758649,63.03495933
i,61.65872333,64.10002348
i,71.54503899,72.65771633
i,49.04095664,77.36258327
i,51.88688802,80.11360769
i,57.96898144,85.35604573
i,54.85566465,83.78339767
i,54.13319546,83.79399608
i,51.30882526,80.13639116
i,61.12039438,88.70405291
i,55.56386503,85.81037514
i,55.04412336,83.54141063
i,50.44418532,78.19588831
i,43.827709,71.04705221
i,37.79143238,66.85464103
i,29.29278311,59.79199693
i,32.19209695,60.20065091
i,51.43393552,99.25686729
i,67.46413981,95.99996391
i,65.15070528,92.50263374
i,65.5834277,93.51706094
i,69.28897314,99.57959113
i,81.26944055,80.63594493
i,78.57574484,76.81570309
i,74.1867735,74.34420415
i,72.62220941,74.52696565
i,75.14151959,73.81966846
i,75.16866784,73.90044488
i,85.32420289,55.38857883
i,84.0905076,56.30196801
i,86.25622382,55.83093038
i,92.54879332,42.90190791
i,90.34263451,37.7803861
i,85.8191629,37.57138618
i,90.44181811,40.13311342
i,92.01755908,39.91793113
i,95.26052784,46.00883027
i,41.2902998,42.31155241
i,66.43132432,36.53610974
i,63.98634689,32.71343161
i,61.26968209,29.38572405
i,60.74938919,28.05173634
i,64.65523056,16.61227651
i,68.63828071,18.5080129
i,65.77666516,16.78765607
i,71.13412634,19.38595753
i,63.7231835,14.5214212
i,73.00149407,24.07381254
i,72.4366575,20.57834511
i,68.41276712,19.91312654
i,52.85831502,20.235061
i,53.52995267,24.24191558
i,50.75974105,18.0893946
i,42.53480844,10.16986846
i,41.53039785,13.39629075
i,46.71451799,15.61327447
i,48.45061765,16.21227822
i,59.63261012,7.058037199
i,61.61856825,13.41082272
i,48.83398913,17.72595587
i,45.34265319,13.90881239
i,42.41501229,11.6937811
i,58.93476506,9.369201219
i,60.68362604,10.63264156
i,54.81179837,6.569648703
i,61.58684243,11.02758584
i,59.71600776,11.51909686
i,58.41638401,5.645777483
i,59.24380953,10.54014209
i,56.59436464,8.917344045
i,68.49251322,17.98736343
i,65.00594317,15.91266865
i,63.92103671,15.62096103
i,53.51297054,5.875109528
i,57.83280627,9.222384623
i,31.03291744,28.92814189
i,31.33324409,32.53856948
i,86.40154985,38.74693317
i,47.44211164,98.18430186
i,46.26474134,94.11619216
i,40.16381574,87.44867235
h,52.87202149,97.34322266
h,59.01414449,93.57487487
h,56.37510904,96.30514763
h,37.83919968,94.3594435
h,39.88537342,90.63466208
h,44.07740513,84.1258533
h,31.49702549,67.91256216
h,25.95259655,73.03318035
h,36.43472391,62.29404546
h,24.99748269,75.44156166
h,32.24627514,70.11058684
h,18.10947229,53.70811033
h,21.79609923,49.49952952
h,24.15049107,47.18853353
h,28.6031956,44.2237227
h,20.93199968,51.64623549
h,35.43553253,34.96103816
h,44.37738282,57.68473692
h,46.31369241,55.68559177
h,46.38607392,51.00216454
h,42.49544009,56.90368153
h,44.30051503,58.13295928
h,46.98828335,55.42063673
h,52.42152316,47.86700549
h,64.09099819,68.65098501
h,63.01687176,68.22525891
h,67.30257792,64.41346272
h,67.22595689,62.47641053
h,50.30998872,47.26788186
h,45.41263892,53.87079769
h,54.02060718,47.26989721
h,49.84202225,50.57655229
h,50.71329957,48.77228678
h,55.04555491,45.98627275
h,37.54370126,32.88402447
h,39.79589781,28.44321912
h,28.52339102,39.79666625
h,31.399646,39.26526322
h,39.24156522,33.36141668
h,27.71405657,42.25005163
h,32.96070352,35.82311129
h,35.40473624,31.9391622
h,51.64222642,50.83834068
h,34.20762084,33.59380544
h,36.52348922,35.67104839
h,28.41920213,21.31574825
h,26.16049694,23.04223147
h,40.4353274,27.64007114
h,44.54495531,27.36224262
h,40.1237272,30.07316194
h,42.18480645,28.57367473
h,40.00265929,27.48751
h,57.12523105,42.73901914
h,60.37574497,41.356458
h,55.10589613,46.14905106
h,61.73727102,38.58484401
h,55.74124432,46.65357698
h,58.29640842,41.58319773
h,57.04254822,42.41875774
h,76.77561121,55.2545987
h,71.88707726,59.26699262
h,73.78837307,58.62081212
h,75.13968473,54.24455218
h,64.59631891,65.95251293
h,46.90953863,85.60226116
h,46.9051032,81.56564241
h,49.80698774,82.08502559
h,48.86324182,83.15835749
h,66.7481899,84.00483417
h,62.35976628,90.24365992
h,47.3748965,83.47155552
h,47.44646672,82.62212401
h,53.38528063,78.87113626
h,49.45270777,79.9306028
h,54.80268254,75.36398499
h,37.08824513,60.8572275
h,32.37596192,68.51082046
h,37.47701388,63.78868557
h,52.4066489,96.42541501
h,50.29704327,99.64417917
h,61.56332438,89.86413886
h,61.08656039,89.22435565
h,59.2364904,91.48110058
h,66.15400509,84.11193703
h,67.23133478,85.05564081
h,73.70990687,78.2706109
h,76.58045136,72.89153368
h,78.87658116,71.56252768
h,77.44900214,72.44730949
h,86.85370735,65.54332402
h,79.8065313,52.72317979
h,76.98827347,54.2027848
h,79.4793575,49.14101545
h,82.30415956,46.99090362
h,90.70069125,41.46670301
h,95.44348781,36.18970161
h,94.99748805,35.09530111
h,91.51784725,36.89026313
h,62.29264219,40.02953331
h,59.20347561,41.27067767
h,65.25639277,32.85410412
h,62.4447425,35.41499923
h,72.46240629,27.62426383
h,69.91942626,29.31109272
h,77.76285908,23.49137356
h,72.7784102,26.90053537
h,65.19831667,33.02717179
h,69.45985889,30.19703151
h,59.31505552,12.35431367
h,51.48771336,20.84361069
h,57.11244755,15.32178517
h,50.22441782,19.17096988
h,50.43386119,18.53487085
h,56.3803054,14.78845971
h,54.8635046,14.00961192
h,45.49985765,3.985426293
h,49.93674531,21.59009692
h,53.80987292,17.76641445
h,59.85267828,9.039949921
h,48.17565679,19.52121535
h,50.74171907,17.83840561
h,58.4597613,14.14866285
h,50.11459752,1.741461713
h,45.42038208,5.372408995
h,51.3532682,0.303872421
h,53.09170442,19.29003045
h,58.94316654,11.61287779
h,59.31099042,10.57213637
h,68.22219866,1.133880366
h,62.51177199,7.491232483
h,69.38005636,1.488132333
h,82.80024787,18.52937624
h,85.16033218,15.01836954
h,67.0958477,0.601490942
h,62.30775057,5.749974719
h,59.97041505,7.913310474
h,39.91163517,32.14402261
h,39.59650098,32.13613173
h,95.5934164,33.2341294
h,52.77228811,99.61347168
h,53.17861445,98.60386119
h,37.62705346,93.06067295
l,65.81554009,95.58837406
l,65.67226516,91.93340181
l,39.00271645,92.26183816
l,37.7953028,93.53245536
l,35.51390059,89.59919011
l,39.21945291,83.54348184
l,31.58820139,77.02805242
l,32.65777825,80.1138613
l,31.64159927,77.61083319
l,30.98714261,63.94402803
l,27.43963221,65.74446296
l,30.57836994,65.52194547
l,28.80940164,59.62100447
l,27.93951858,50.98506213
l,33.84994979,46.28447445
l,32.62846305,54.06372049
l,32.43865009,49.90301949
l,35.83829208,53.35148834
l,37.14204292,49.74198795
l,34.64454677,54.44410778
l,35.6754047,49.62564335
l,64.99458547,49.46217283
l,66.12914983,61.64371789
l,65.79065188,55.94537372
l,67.50178061,60.85022747
l,67.62951422,61.42910607
l,63.91006406,62.97233493
l,66.54935797,67.72558866
l,64.05154171,48.82009398
l,68.19328958,46.54354081
l,65.2783892,44.82035293
l,34.99766139,28.63299394
l,33.92376617,53.55868852
l,66.00445437,52.68466915
l,37.02325625,32.11848168
l,34.69827009,36.47535413
l,34.86344417,30.93927452
l,31.09006508,32.38375472
l,34.92130615,35.41843805
l,30.34336118,32.52456317
l,35.48332887,44.49163493
l,33.23491043,38.50248372
l,35.43994362,47.79751769
l,33.87350952,37.05602845
l,28.5641378,34.62639972
l,31.31954867,31.66399053
l,30.79617438,23.51903436
l,34.23335543,22.4959116
l,36.63078771,31.47683126
l,34.5486191,26.11108787
l,37.5196356,29.26760589
l,62.42569733,34.04420627
l,64.32038379,31.78562948
l,65.44553251,43.27349919
l,64.32563159,41.61597638
l,65.2643382,35.71754478
l,66.38870418,38.84474434
l,68.19142282,45.16948648
l,68.54066245,48.43852634
l,67.66143127,51.06858459
l,68.67551605,50.46523481
l,69.08170998,55.4740531
l,69.04871649,66.36604575
l,67.30822338,71.59029658
l,38.71489941,76.39697782
l,35.54809488,89.30497584
l,36.71067294,86.074967
l,64.91266244,87.64579606
l,66.06413574,89.20866858
l,64.93592948,87.07213812
l,67.02655071,76.22251533
l,65.31403223,77.93874403
l,64.29521778,84.12585721
l,38.79801214,74.61063043
l,34.67575731,79.63759877
l,30.71926194,58.81206008
l,34.10515093,64.12919723
l,33.42337185,67.09574336
l,66.31380967,98.93102704
l,65.30963145,98.16515684
l,65.71407607,99.28376395
l,67.59345319,90.95190982
l,66.38801732,89.28123047
l,67.80618811,91.68817735
l,70.96261031,86.51812135
l,71.99363717,78.82094807
l,72.47983433,80.80068306
l,74.07842923,72.95153085
l,72.03628802,69.71604842
l,72.99818627,59.66564471
l,74.81213123,57.58988376
l,73.02730502,46.27418787
l,77.06711193,51.48691819
l,75.01713687,46.62244265
l,76.66530773,38.44025097
l,77.91587423,45.92684338
l,73.74204608,39.12098532
l,75.32981579,32.83035192
l,63.41043551,38.37773561
l,68.85648667,43.08414721
l,66.33778505,33.30651
l,64.2037185,26.6441143
l,64.49863483,22.86350133
l,68.89099061,27.29620567
l,72.37152334,21.96163975
l,69.76542497,19.99985045
l,68.62131244,18.91567644
l,64.29773717,20.42874969
l,66.69926509,18.59108534
l,67.54452768,16.44793813
l,63.94695198,18.69284545
l,64.38819207,15.77281228
l,65.57004569,23.76575822
l,38.40283688,19.04685867
l,37.83236002,14.46948945
l,36.90416117,13.58381575
l,36.28614305,17.10577073
l,62.78663259,13.9189931
l,66.81767922,11.41249716
l,66.75502141,18.08530514
l,65.41552839,10.46351221
l,36.94633144,13.5143775
l,37.82543474,9.601034295
l,36.72283794,9.333302107
l,67.07332178,6.049214582
l,64.60181811,12.00191696
l,65.43728218,15.54538608
l,67.00402238,15.34582664
l,66.72419207,5.249805481
l,68.30761876,13.28091652
l,68.76804828,13.52145655
l,74.16727175,5.349880873
l,64.90035797,16.24525837
l,68.76343355,8.700572944
l,66.81691392,12.27329434
l,67.30934665,0.21700627
l,34.73182931,19.60179507
l,33.67444215,26.09049021
l,75.62725502,37.12875195
l,40.61012542,89.13623987
l,39.11436645,96.48175132
l,34.58382893,89.58890199
